,averagerating,numvotes,original_title,start_year,runtime_minutes,genres,ordering,nconst,category,job,characters,directors,writers,is_comedy,is_action,is_horror,is_romance,studio,domestic_gross,foreign_gross,year,id,release_date,production_budget,domestic_gross_tn,worldwide_gross
Ice Age: Continental Drift,6.6,175601,Ice Age: Continental Drift,2012,88.0,"['Adventure', 'Animation', 'Comedy']",4.0,nm2106637,actor,,"[""Squint""]","nm0862211,nm0553942","nm0073850,nm0297229,nm1000858",True,False,False,False,Fox,161300000.0,715900000,2012.0,14.0,"Jul 13, 2012","$95,000,000","$161,321,843","$879,765,137"
Ice Age: Continental Drift,6.6,175601,Ice Age: Continental Drift,2012,88.0,"['Adventure', 'Animation', 'Comedy']",5.0,nm0553942,director,,,"nm0862211,nm0553942","nm0073850,nm0297229,nm1000858",True,False,False,False,Fox,161300000.0,715900000,2012.0,14.0,"Jul 13, 2012","$95,000,000","$161,321,843","$879,765,137"
Ice Age: Continental Drift,6.6,175601,Ice Age: Continental Drift,2012,88.0,"['Adventure', 'Animation', 'Comedy']",6.0,nm0862211,director,,,"nm0862211,nm0553942","nm0073850,nm0297229,nm1000858",True,False,False,False,Fox,161300000.0,715900000,2012.0,14.0,"Jul 13, 2012","$95,000,000","$161,321,843","$879,765,137"
Ice Age: Continental Drift,6.6,175601,Ice Age: Continental Drift,2012,88.0,"['Adventure', 'Animation', 'Comedy']",7.0,nm0073850,writer,screenplay,,"nm0862211,nm0553942","nm0073850,nm0297229,nm1000858",True,False,False,False,Fox,161300000.0,715900000,2012.0,14.0,"Jul 13, 2012","$95,000,000","$161,321,843","$879,765,137"
Ice Age: Continental Drift,6.6,175601,Ice Age: Continental Drift,2012,88.0,"['Adventure', 'Animation', 'Comedy']",8.0,nm0297229,writer,screenplay,,"nm0862211,nm0553942","nm0073850,nm0297229,nm1000858",True,False,False,False,Fox,161300000.0,715900000,2012.0,14.0,"Jul 13, 2012","$95,000,000","$161,321,843","$879,765,137"
Ice Age: Continental Drift,6.6,175601,Ice Age: Continental Drift,2012,88.0,"['Adventure', 'Animation', 'Comedy']",9.0,nm1000858,writer,story,,"nm0862211,nm0553942","nm0073850,nm0297229,nm1000858",True,False,False,False,Fox,161300000.0,715900000,2012.0,14.0,"Jul 13, 2012","$95,000,000","$161,321,843","$879,765,137"
Ida,7.4,46819,Ida,2013,82.0,['Drama'],10.0,nm0253120,composer,,,nm0667734,"nm0667734,nm0501947",False,False,False,False,MBox,3800000.0,,2014.0,3.0,"May 2, 2014","$2,600,000","$3,827,060","$15,298,355"
Ida,7.4,46819,Ida,2013,82.0,['Drama'],1.0,nm0474492,actress,,"[""Wanda""]",nm0667734,"nm0667734,nm0501947",False,False,False,False,MBox,3800000.0,,2014.0,3.0,"May 2, 2014","$2,600,000","$3,827,060","$15,298,355"
Ida,7.4,46819,Ida,2013,82.0,['Drama'],2.0,nm5531398,actress,,"[""Anna""]",nm0667734,"nm0667734,nm0501947",False,False,False,False,MBox,3800000.0,,2014.0,3.0,"May 2, 2014","$2,600,000","$3,827,060","$15,298,355"
Ida,7.4,46819,Ida,2013,82.0,['Drama'],3.0,nm4221607,actor,,"[""Lis""]",nm0667734,"nm0667734,nm0501947",False,False,False,False,MBox,3800000.0,,2014.0,3.0,"May 2, 2014","$2,600,000","$3,827,060","$15,298,355"
Ida,7.4,46819,Ida,2013,82.0,['Drama'],4.0,nm0871827,actor,,"[""Szymon""]",nm0667734,"nm0667734,nm0501947",False,False,False,False,MBox,3800000.0,,2014.0,3.0,"May 2, 2014","$2,600,000","$3,827,060","$15,298,355"
Ida,7.4,46819,Ida,2013,82.0,['Drama'],5.0,nm0667734,director,,,nm0667734,"nm0667734,nm0501947",False,False,False,False,MBox,3800000.0,,2014.0,3.0,"May 2, 2014","$2,600,000","$3,827,060","$15,298,355"
Ida,7.4,46819,Ida,2013,82.0,['Drama'],6.0,nm0501947,writer,screenplay,,nm0667734,"nm0667734,nm0501947",False,False,False,False,MBox,3800000.0,,2014.0,3.0,"May 2, 2014","$2,600,000","$3,827,060","$15,298,355"
Ida,7.4,46819,Ida,2013,82.0,['Drama'],7.0,nm0008937,producer,producer,,nm0667734,"nm0667734,nm0501947",False,False,False,False,MBox,3800000.0,,2014.0,3.0,"May 2, 2014","$2,600,000","$3,827,060","$15,298,355"
Ida,7.4,46819,Ida,2013,82.0,['Drama'],8.0,nm0246185,producer,producer,,nm0667734,"nm0667734,nm0501947",False,False,False,False,MBox,3800000.0,,2014.0,3.0,"May 2, 2014","$2,600,000","$3,827,060","$15,298,355"
Ida,7.4,46819,Ida,2013,82.0,['Drama'],9.0,nm2038610,producer,producer,,nm0667734,"nm0667734,nm0501947",False,False,False,False,MBox,3800000.0,,2014.0,3.0,"May 2, 2014","$2,600,000","$3,827,060","$15,298,355"
Identity Thief,5.7,115624,Identity Thief,2013,111.0,"['Adventure', 'Comedy', 'Crime']",10.0,nm0501999,composer,,,nm1164861,"nm0563301,nm1087085",True,False,False,False,Uni.,134500000.0,39500000,2013.0,32.0,"Feb 8, 2013","$35,000,000","$134,506,920","$175,361,578"
Identity Thief,5.7,115624,Identity Thief,2013,111.0,"['Adventure', 'Comedy', 'Crime']",1.0,nm0000867,actor,,"[""Sandy Patterson""]",nm1164861,"nm0563301,nm1087085",True,False,False,False,Uni.,134500000.0,39500000,2013.0,32.0,"Feb 8, 2013","$35,000,000","$134,506,920","$175,361,578"
Identity Thief,5.7,115624,Identity Thief,2013,111.0,"['Adventure', 'Comedy', 'Crime']",2.0,nm0565250,actress,,"[""Diana""]",nm1164861,"nm0563301,nm1087085",True,False,False,False,Uni.,134500000.0,39500000,2013.0,32.0,"Feb 8, 2013","$35,000,000","$134,506,920","$175,361,578"
Identity Thief,5.7,115624,Identity Thief,2013,111.0,"['Adventure', 'Comedy', 'Crime']",3.0,nm0158626,actor,,"[""Daniel Casey""]",nm1164861,"nm0563301,nm1087085",True,False,False,False,Uni.,134500000.0,39500000,2013.0,32.0,"Feb 8, 2013","$35,000,000","$134,506,920","$175,361,578"
Identity Thief,5.7,115624,Identity Thief,2013,111.0,"['Adventure', 'Comedy', 'Crime']",4.0,nm0001605,actress,,"[""Trish Patterson""]",nm1164861,"nm0563301,nm1087085",True,False,False,False,Uni.,134500000.0,39500000,2013.0,32.0,"Feb 8, 2013","$35,000,000","$134,506,920","$175,361,578"
Identity Thief,5.7,115624,Identity Thief,2013,111.0,"['Adventure', 'Comedy', 'Crime']",5.0,nm1164861,director,,,nm1164861,"nm0563301,nm1087085",True,False,False,False,Uni.,134500000.0,39500000,2013.0,32.0,"Feb 8, 2013","$35,000,000","$134,506,920","$175,361,578"
Identity Thief,5.7,115624,Identity Thief,2013,111.0,"['Adventure', 'Comedy', 'Crime']",6.0,nm0563301,writer,screenplay,,nm1164861,"nm0563301,nm1087085",True,False,False,False,Uni.,134500000.0,39500000,2013.0,32.0,"Feb 8, 2013","$35,000,000","$134,506,920","$175,361,578"
Identity Thief,5.7,115624,Identity Thief,2013,111.0,"['Adventure', 'Comedy', 'Crime']",7.0,nm1087085,writer,story,,nm1164861,"nm0563301,nm1087085",True,False,False,False,Uni.,134500000.0,39500000,2013.0,32.0,"Feb 8, 2013","$35,000,000","$134,506,920","$175,361,578"
Identity Thief,5.7,115624,Identity Thief,2013,111.0,"['Adventure', 'Comedy', 'Crime']",8.0,nm0008330,producer,producer,,nm1164861,"nm0563301,nm1087085",True,False,False,False,Uni.,134500000.0,39500000,2013.0,32.0,"Feb 8, 2013","$35,000,000","$134,506,920","$175,361,578"
Identity Thief,5.7,115624,Identity Thief,2013,111.0,"['Adventure', 'Comedy', 'Crime']",9.0,nm0835959,producer,producer,,nm1164861,"nm0563301,nm1087085",True,False,False,False,Uni.,134500000.0,39500000,2013.0,32.0,"Feb 8, 2013","$35,000,000","$134,506,920","$175,361,578"
If Beale Street Could Talk,7.2,25512,If Beale Street Could Talk,2018,119.0,"['Drama', 'Romance']",10.0,nm1532846,producer,producer,,nm1503575,"nm1503575,nm0049924",False,False,False,True,Annapurna,14900000.0,5700000,2018.0,96.0,"Dec 14, 2018","$12,000,000","$14,915,773","$19,859,167"
If Beale Street Could Talk,7.2,25512,If Beale Street Could Talk,2018,119.0,"['Drama', 'Romance']",1.0,nm8460487,actress,,"[""Tish Rivers""]",nm1503575,"nm1503575,nm0049924",False,False,False,True,Annapurna,14900000.0,5700000,2018.0,96.0,"Dec 14, 2018","$12,000,000","$14,915,773","$19,859,167"
If Beale Street Could Talk,7.2,25512,If Beale Street Could Talk,2018,119.0,"['Drama', 'Romance']",2.0,nm4150847,actor,,"[""Alonzo 'Fonny' Hunt""]",nm1503575,"nm1503575,nm0049924",False,False,False,True,Annapurna,14900000.0,5700000,2018.0,96.0,"Dec 14, 2018","$12,000,000","$14,915,773","$19,859,167"
If Beale Street Could Talk,7.2,25512,If Beale Street Could Talk,2018,119.0,"['Drama', 'Romance']",3.0,nm0005093,actress,,"[""Sharon Rivers""]",nm1503575,"nm1503575,nm0049924",False,False,False,True,Annapurna,14900000.0,5700000,2018.0,96.0,"Dec 14, 2018","$12,000,000","$14,915,773","$19,859,167"
If Beale Street Could Talk,7.2,25512,If Beale Street Could Talk,2018,119.0,"['Drama', 'Romance']",4.0,nm3500582,actress,,"[""Ernestine Rivers""]",nm1503575,"nm1503575,nm0049924",False,False,False,True,Annapurna,14900000.0,5700000,2018.0,96.0,"Dec 14, 2018","$12,000,000","$14,915,773","$19,859,167"
If Beale Street Could Talk,7.2,25512,If Beale Street Could Talk,2018,119.0,"['Drama', 'Romance']",5.0,nm1503575,director,,,nm1503575,"nm1503575,nm0049924",False,False,False,True,Annapurna,14900000.0,5700000,2018.0,96.0,"Dec 14, 2018","$12,000,000","$14,915,773","$19,859,167"
